Time,Date,City,Sub Location,Latitude,Longitude,Complaint Type,Complaint Description,Crime Intensity
12:02:42,15/02/25,Kolkata,Park Street,18.3063,86.55395,Burglary,Situation brother heart manager teach enjoy.,Medium
15:49:18,18/05/23,Delhi,Dwarka,26.73443,75.92506,Traffic Violation,Have form high in special hold last anyone person dark much.,Low
08:28:40,26/03/24,Surat,Adajan,13.62041,88.31869,Vandalism,Put message physical road will culture.,Low
19:43:56,18/09/24,Surat,Adajan,27.836,79.6222,Kidnapping,By control game wife approach politics issue explain imagine relate short west.,Low
06:06:34,30/06/23,Bengaluru,Electronic City,19.49223,81.41767,Burglary,Decade across image try consider type decision.,Low
07:41:43,13/02/25,Kolkata,Howrah,23.23212,76.49347,Kidnapping,Another traditional work prevent fact production want.,Low
13:29:10,29/04/24,Bengaluru,Koramangala,25.89485,79.87389,Domestic Violence,Just stock front Republican past push mother agreement interesting paper address brother.,Low
21:27:46,04/05/23,Delhi,Karol Bagh,22.41611,79.4847,Harassment,Bill training soldier wrong direction tend only produce standard interview only task herself personal.,Medium
05:54:18,21/01/24,Surat,Varachha,19.94046,81.60202,Traffic Violation,Understand mind join relate want everybody card sea.,Medium
05:35:31,19/07/24,Bengaluru,Indiranagar,19.22686,86.505,Theft,Region leave worker friend four often keep voice their our.,High
11:48:53,04/05/23,Chennai,Velachery,21.71598,88.20031,Kidnapping,Few everyone five purpose theory above.,High
06:46:04,11/03/24,Pune,Shivaji Nagar,18.00558,76.84821,Burglary,Boy program sound take they skin son accept.,Low
11:21:20,18/03/25,Pune,Kothrud,20.20494,86.4412,Drug Possession,Food agency him not successful worry too serious month before first.,Medium
20:30:17,10/08/24,Hyderabad,Miyapur,22.69847,82.74275,Harassment,Need employee nor day possible join line inside couple west goal action.,Medium
19:06:36,16/06/23,Mumbai,Bandra,26.06108,84.62153,Assault,Fire production rest be foreign girl.,Low
07:22:24,09/09/24,Bengaluru,Koramangala,13.72542,77.80146,Burglary,Prepare successful team reveal past style food common herself child claim.,High
22:40:59,19/05/24,Mumbai,Colaba,13.35032,80.41077,Burglary,Camera issue property remain create special push rate enter hotel federal west.,Low
01:26:44,25/02/25,Surat,Katargam,18.78687,82.19488,Theft,Like between perhaps side day total instead forget son two material.,High
15:57:32,23/09/23,Mumbai,Dadar,26.04469,80.17982,None,No incident reported.,None
15:12:55,21/11/23,Delhi,Dwarka,20.72622,80.76464,Theft,Manager minute hospital so who of film executive themselves.,High
18:00:57,25/08/23,Surat,Vesu,22.93397,85.68153,Kidnapping,Fast option eye require conference career.,Medium
02:25:59,14/01/25,Mumbai,Bandra,27.29295,78.08428,Drug Possession,Difficult TV water Republican national use.,Low
02:48:10,09/05/23,Pune,Hinjewadi,21.80842,74.85351,Assault,Seven pass raise president community he.,High
11:33:18,03/04/25,Pune,Viman Nagar,19.04472,84.84355,Theft,Those source almost drop let audience civil senior someone financial change lead head.,High
21:35:15,08/06/23,Bengaluru,Electronic City,18.18959,80.39241,Cyber Crime,Certainly while start final address real decision talk speak site career table model.,Medium
13:33:47,12/10/24,Mumbai,Bandra,13.2716,78.47487,None,No incident reported.,None
01:00:59,15/08/24,Kolkata,Dumdum,24.2571,87.97225,Domestic Violence,City term majority site could wife reduce money.,Low
02:04:13,19/02/24,Surat,Piplod,22.60554,75.64728,Cyber Crime,Floor lawyer party they floor blue system character.,Low
09:43:28,07/07/24,Chennai,Anna Nagar,23.03545,82.72306,Kidnapping,Rest us now college agency everything next successful.,High
22:46:08,11/06/24,Chennai,T. Nagar,21.97813,77.77977,Traffic Violation,When follow network federal culture only defense teacher technology able find day.,Medium
23:29:25,19/10/24,Bengaluru,Whitefield,23.69391,83.50443,Traffic Violation,Sister matter house society high win feel hand.,Low
04:29:24,26/05/24,Kolkata,Dumdum,13.60684,86.09172,Traffic Violation,Car again focus play against really difference rather effort opportunity direction various.,Medium
14:19:06,31/07/23,Hyderabad,Gachibowli,15.90729,74.59504,Vandalism,Listen arm face voice trip up as.,Low
21:12:10,25/04/23,Bengaluru,Indiranagar,15.1623,74.69801,Kidnapping,Feel music effort away often change opportunity expert them.,High
17:39:32,28/06/24,Mumbai,Dadar,26.11616,77.60913,Drug Possession,Short identify eye here without young eat picture chance including find lead.,Low
19:30:42,16/11/23,Kolkata,Park Street,17.20413,86.45348,Kidnapping,Yet particularly maintain question second security population collection option deal she sing.,Medium
15:30:22,21/06/23,Chennai,Velachery,21.80625,82.5837,Harassment,Wrong left for stage somebody public.,High
14:16:54,23/03/25,Bengaluru,Whitefield,17.85977,75.35754,Kidnapping,Serve wonder difference dog political above force agent.,Low
03:47:35,16/12/23,Mumbai,Bandra,13.55892,81.04839,None,No incident reported.,None
16:43:12,21/09/23,Delhi,Dwarka,24.23768,81.64833,None,No incident reported.,None
14:46:37,23/02/24,Surat,Piplod,24.32907,81.84134,Harassment,Our technology language ball according role.,Low
15:30:53,19/05/23,Mumbai,Dadar,18.74595,73.61793,None,No incident reported.,None
18:30:35,03/06/23,Chennai,T. Nagar,20.98452,75.85971,None,No incident reported.,None
01:09:52,23/04/23,Chennai,Velachery,23.3164,80.56262,Drug Possession,Service tough threat local five son them well hold we.,Medium
08:04:19,07/08/24,Chennai,Adyar,18.47351,72.83639,Vandalism,Mouth feel politics hand none cold process southern record brother option alone.,Medium
15:25:52,20/07/24,Delhi,Connaught Place,26.74426,78.45824,Traffic Violation,Hear as keep per friend address brother much majority fill far.,Medium
10:07:34,16/08/23,Chennai,Adyar,20.96491,76.94591,Theft,Enough while guess stay might century number.,High
05:32:05,19/12/24,Surat,Adajan,18.59896,79.99433,Kidnapping,Send rise floor people certain able home sometimes car activity billion hard.,Medium
00:17:08,02/10/24,Bengaluru,Whitefield,21.14598,82.64675,Traffic Violation,Magazine apply game financial what fish evening ready early national institution.,Medium
18:00:38,18/12/23,Pune,Kothrud,24.83423,84.08656,Assault,Community soon vote class policy minute less hospital.,Low
14:40:51,26/07/24,Bengaluru,Indiranagar,18.27524,79.14981,Theft,Learn whether art why everyone consider institution last million movie lose rich.,Low
07:26:01,13/04/24,Surat,Piplod,24.28353,87.16905,Harassment,List difference pay work final prove record certain organization.,Medium
04:18:33,16/07/23,Mumbai,Colaba,17.66125,88.33202,Vandalism,Collection street tree specific happy end friend deal half generation give technology.,Medium
08:52:18,24/12/24,Pune,Wakad,22.39736,85.14982,Domestic Violence,Officer along require join want money blood explain according cold you prove glass.,Low
22:21:17,08/05/24,Bengaluru,Whitefield,15.98217,77.12183,Assault,Child determine education coach American themselves.,Medium
19:28:29,22/04/24,Kolkata,Salt Lake,22.59673,75.57045,Assault,Author always might may reveal theory.,Medium
18:53:04,08/10/23,Hyderabad,Gachibowli,13.05465,81.32963,Traffic Violation,Huge write audience recent person quality perhaps low development population deep.,Medium
21:34:00,06/09/23,Bengaluru,Indiranagar,14.45402,85.4699,Harassment,Box forget never reason against recognize least popular travel light anyone yard key.,High
02:47:59,25/02/25,Hyderabad,Miyapur,19.38809,75.1328,Harassment,Phone region meet something until whole standard.,Medium
07:26:35,26/02/24,Surat,Katargam,13.20683,86.88575,Assault,Event cell good everything Mr beautiful put serve spring over day worry.,Medium
19:20:08,26/11/24,Bengaluru,Whitefield,19.89563,77.13061,Theft,Source speak seem leave up agreement soldier.,Low
10:51:49,19/06/24,Kolkata,Park Street,13.79555,86.18912,Drug Possession,Toward would dark crime effect reality when analysis stuff sign plan talk offer.,Medium
13:30:11,09/10/24,Hyderabad,Banjara Hills,27.7694,87.03648,Burglary,Analysis degree color hair ground act difficult politics worker approach.,High
22:48:21,22/10/23,Bengaluru,Electronic City,26.02795,73.91109,Traffic Violation,Wall think have responsibility student long tonight hold director economy general.,Low
12:13:30,26/08/24,Kolkata,Park Street,16.02013,79.88811,Kidnapping,Audience north wear buy language thing.,High
15:46:41,10/10/23,Bengaluru,Koramangala,17.74026,82.94681,Traffic Violation,American difficult these difference score run discuss the audience.,Low
14:43:35,28/07/23,Hyderabad,Hitech City,18.63903,83.49434,Traffic Violation,Compare wear present sing theory performance what eight dog cultural note.,Medium
02:22:45,16/02/24,Mumbai,Borivali,16.77215,84.44482,None,No incident reported.,None
00:33:00,12/08/23,Surat,Katargam,18.46082,86.0394,Domestic Violence,Dog husband seek prepare force according term high talk decade tend.,Low
04:29:45,27/12/24,Mumbai,Andheri,15.66324,88.10371,Traffic Violation,Theory opportunity travel as newspaper like put class treatment law reach charge brother.,Low
16:07:15,06/09/23,Surat,Katargam,18.83029,76.72488,Domestic Violence,Trade picture small within history crime not.,Medium
01:49:14,22/05/24,Mumbai,Andheri,16.46702,75.42777,Burglary,But trial boy what body speak old.,Medium
17:36:28,08/10/24,Hyderabad,Miyapur,15.56121,88.00889,Harassment,Individual stand yet property so upon today party smile realize audience director try.,Medium
23:10:49,16/03/24,Kolkata,Park Street,28.08614,79.87151,Drug Possession,Store expert road answer especially hit.,Low
17:31:20,04/06/24,Hyderabad,Secunderabad,17.32917,81.28494,None,No incident reported.,None
05:57:43,19/01/25,Hyderabad,Hitech City,27.83599,87.21809,Vandalism,Material democratic tell brother weight point meeting.,Low
19:03:13,24/01/24,Surat,Adajan,21.48552,86.07721,Harassment,Tough blood although admit structure bag about couple owner picture performance TV.,High
17:12:58,01/02/25,Bengaluru,Electronic City,28.44263,82.3309,None,No incident reported.,None
17:38:43,18/11/24,Kolkata,Howrah,19.41797,76.79061,Theft,Rock similar onto campaign strong decision every yeah.,Low
22:04:37,05/02/25,Chennai,Adyar,21.98697,85.96418,Vandalism,Task never nature prevent morning official court left age message mission.,Medium
09:38:51,13/05/24,Bengaluru,Whitefield,27.03762,74.30093,Traffic Violation,Be rock including rule western white with member five all.,Low
16:40:36,29/09/23,Surat,Vesu,24.95137,73.60096,Cyber Crime,Great blue pick make road less board security.,Low
12:18:05,29/08/24,Chennai,Velachery,27.56216,84.52942,Domestic Violence,Who other democratic sea open or.,High
00:16:34,12/05/23,Pune,Shivaji Nagar,19.85005,80.95715,Kidnapping,My probably hundred whom result probably view three message sea.,Low
04:09:03,14/03/25,Delhi,Connaught Place,16.49568,74.6282,Cyber Crime,Pass you alone process skin true man word expert mission.,High
18:58:29,26/01/24,Pune,Hinjewadi,19.56532,73.95711,Traffic Violation,Believe try house Congress compare much general clear a.,Medium
21:53:38,11/04/24,Kolkata,Salt Lake,21.46125,75.95931,Assault,Bad kid specific event trade property.,Medium
19:15:07,09/09/24,Bengaluru,Electronic City,26.3031,87.92968,None,No incident reported.,None
22:00:03,22/02/24,Hyderabad,Hitech City,13.77895,83.679,Assault,Yeah drop reach any collection stop tough fund fast expert.,Medium
09:16:39,21/08/23,Pune,Hinjewadi,16.72702,79.08321,None,No incident reported.,None
16:37:08,24/06/24,Bengaluru,Whitefield,21.61426,78.90721,Traffic Violation,Fear type threat never thank game system conference out human.,Low
10:39:02,23/02/25,Mumbai,Bandra,25.84973,73.31077,Burglary,Hand candidate step off allow agent including spring among turn west.,Low
04:40:11,15/12/24,Surat,Katargam,16.57438,79.85083,Vandalism,Common edge deep score future city air return hundred wish word measure article.,Medium
19:38:16,26/05/23,Pune,Wakad,12.98796,79.78963,Vandalism,Democratic life though common notice increase bad lot win.,High
01:18:44,09/02/24,Hyderabad,Miyapur,17.16493,78.44848,Theft,Memory recognize size same arm lose during ask there mean accept serve threat.,Medium
03:10:58,06/02/25,Kolkata,Dumdum,24.97152,87.68339,Traffic Violation,Crime others nation later power health politics continue son.,Medium
12:25:39,18/11/24,Bengaluru,Electronic City,18.40279,81.77825,None,No incident reported.,None
12:01:15,24/08/23,Surat,Vesu,18.58744,85.71157,Traffic Violation,Base agree perhaps and answer policy.,Low
02:24:03,11/10/24,Pune,Shivaji Nagar,24.11835,87.28458,Burglary,Option whole provide positive high by reflect religious report.,Low
14:30:53,09/07/24,Chennai,Velachery,20.53232,84.61626,Vandalism,Deep television ten event commercial southern lawyer a because.,Medium
04:03:38,31/08/23,Pune,Hinjewadi,26.42317,79.15608,Drug Possession,Risk here away parent his local my sport feeling evidence.,Low
12:43:20,23/10/24,Chennai,T. Nagar,23.27945,85.75892,None,No incident reported.,None
01:54:52,27/05/23,Pune,Wakad,19.91522,78.30401,None,No incident reported.,None
15:08:38,12/06/23,Hyderabad,Hitech City,22.13868,73.41994,Domestic Violence,Change might democratic discover enjoy stuff win market.,Low
23:12:21,03/06/23,Surat,Varachha,16.91799,79.75932,Burglary,Religious green top final painting great social minute age section thing wish.,Low
22:51:33,14/06/23,Pune,Kothrud,16.26949,83.00223,Domestic Violence,Lot wish career beautiful person rate risk firm.,High
14:10:52,05/03/25,Kolkata,Salt Lake,23.23217,77.954,Domestic Violence,Team summer whom different affect reach.,Low
14:46:23,19/09/23,Surat,Vesu,27.23265,75.92223,None,No incident reported.,None
01:04:26,05/05/23,Hyderabad,Hitech City,25.01903,81.33628,Vandalism,Tonight teach travel force Mrs main debate television available role knowledge know bag.,Low
01:04:29,14/10/24,Kolkata,Howrah,28.43678,75.12349,None,No incident reported.,None
00:52:49,31/03/25,Delhi,Dwarka,13.98083,73.55538,None,No incident reported.,None
10:06:26,18/02/25,Pune,Viman Nagar,19.38076,84.13041,None,No incident reported.,None
00:37:21,19/11/23,Delhi,Connaught Place,26.04226,82.20548,Kidnapping,Message during against outside more half return in require market figure member.,High
21:39:17,08/07/24,Chennai,Adyar,16.21636,76.72561,Vandalism,Kitchen five vote develop crime see whose organization radio medical administration our.,Low
17:31:36,22/01/25,Mumbai,Dadar,15.95368,76.43203,Burglary,Hold full happen one part image structure impact during hair history training thank million.,Low
02:21:44,08/05/23,Bengaluru,Indiranagar,28.11472,84.13706,Cyber Crime,Strategy near factor night pressure reflect develop.,High
20:29:31,11/04/24,Pune,Hinjewadi,14.67545,88.32231,Domestic Violence,Bag ability dream inside million campaign major certainly price child appear process.,Medium
17:32:15,29/09/23,Surat,Piplod,14.88231,83.41441,Kidnapping,Pick improve theory two consider today event cultural.,Low
01:42:07,16/03/25,Kolkata,Dumdum,25.98608,74.16224,Harassment,Enter its building view research every rock house indeed professional.,High
19:42:34,24/09/23,Surat,Piplod,21.19069,83.31992,None,No incident reported.,None
13:20:59,11/09/24,Chennai,Tambaram,28.15181,83.26903,Harassment,Factor certain might fall about seat kid concern weight where hour than far.,Low
00:51:18,19/05/24,Pune,Hinjewadi,16.25404,83.47055,Kidnapping,Conference herself he carry behavior new.,Medium
22:36:39,15/11/23,Delhi,Karol Bagh,26.09936,83.17161,Vandalism,After better above strategy company lead far individual.,High
05:01:13,09/05/23,Kolkata,Howrah,23.26411,82.94577,Domestic Violence,Business discuss see audience three increase assume figure fish war his future.,Low
17:19:34,16/06/24,Kolkata,Howrah,23.08493,85.97209,Cyber Crime,Consider executive major see enough water edge effort suffer.,Medium
16:05:44,20/05/24,Hyderabad,Banjara Hills,21.81027,83.70659,Domestic Violence,Indicate even great door stage line.,Low
15:32:52,05/02/25,Hyderabad,Hitech City,27.0647,78.69352,Theft,Notice left production any chair anyone want commercial sport.,Low
02:52:33,09/03/24,Pune,Viman Nagar,24.78508,79.05287,Kidnapping,Physical north determine cup which computer pressure research general newspaper last total face.,High
02:05:33,27/05/24,Delhi,Dwarka,24.72871,77.25533,Drug Possession,Ask strong lawyer federal student different majority meet surface cultural.,Medium
15:30:29,28/02/24,Hyderabad,Secunderabad,21.74467,76.16118,Drug Possession,Ten decade outside lose whose should relationship attack wind likely leg performance prepare.,Medium
23:53:02,26/05/24,Surat,Varachha,27.01359,88.16291,Traffic Violation,Network serious discuss research since anything third natural bring TV worker state like.,Medium
20:17:43,29/04/24,Hyderabad,Secunderabad,20.98418,81.00125,Traffic Violation,Wind compare blood term use discuss interest rate Mrs either something.,Low
08:50:09,02/09/24,Delhi,Saket,14.58097,77.95169,Burglary,Professional wrong recognize watch special become situation law find national.,High
08:09:13,28/03/25,Bengaluru,Koramangala,23.52892,79.07742,Vandalism,Attention daughter chair move enter party green air condition loss provide trip.,High
06:07:59,18/05/24,Pune,Viman Nagar,14.04136,86.0431,Vandalism,Group member image thing town different memory perhaps.,Medium
10:24:54,02/09/23,Delhi,Dwarka,24.47663,81.31486,Harassment,Put stuff argue charge total east spring score table pay down well.,High
19:10:05,18/04/24,Chennai,Anna Nagar,27.07835,80.57797,Theft,Oil make change human case generation surface base return eight leave.,Medium
06:59:41,25/02/24,Hyderabad,Gachibowli,14.63395,82.51023,Harassment,Once another skin case coach race word project color particularly suggest.,Medium
18:28:11,05/01/24,Hyderabad,Banjara Hills,24.67129,84.4343,Vandalism,City affect eat energy west reveal customer thank.,Medium
23:14:19,27/01/24,Chennai,T. Nagar,13.09309,82.95051,Theft,Amount once matter visit concern accept idea open deep like.,Medium
22:15:36,01/04/24,Chennai,Tambaram,19.47607,73.71367,Traffic Violation,Whatever state prevent better until others pattern.,Medium
16:53:02,01/01/25,Delhi,Connaught Place,24.0852,72.96214,Burglary,Imagine third produce between investment red accept may maintain morning reflect.,Low
12:14:56,04/07/23,Delhi,Dwarka,21.58184,86.74585,Vandalism,Sort child economic another policy newspaper blue right little white turn.,Low
18:15:30,15/08/24,Delhi,Connaught Place,21.27569,76.99552,Harassment,Such certainly these realize yeah though commercial pretty next former within race same.,Low
12:41:54,10/11/24,Hyderabad,Gachibowli,19.93197,83.2932,Harassment,Activity yard seven social team whether town.,Medium
06:30:44,14/04/23,Surat,Varachha,22.99227,72.95933,Cyber Crime,Clearly reach director wear form food effort hospital factor consider.,Medium
19:04:29,01/06/23,Chennai,Anna Nagar,14.981,75.05893,Domestic Violence,Will positive skin about themselves provide.,High
00:37:23,07/05/24,Surat,Adajan,13.42026,82.63748,Assault,Land eight Congress however you family.,Medium
12:57:39,08/05/23,Bengaluru,Electronic City,14.5096,83.13896,Vandalism,Instead during everything own may foot have grow pattern film view factor.,Low
19:51:06,24/03/25,Mumbai,Bandra,15.32394,77.18606,None,No incident reported.,None
19:05:06,13/04/23,Pune,Hinjewadi,28.63517,74.86436,Harassment,Democratic choose coach detail identify thing push control suggest power economy visit.,Low
21:15:31,17/02/24,Pune,Wakad,18.97956,74.44759,Domestic Violence,Through measure sort market race different city person structure six action throw.,Medium
20:22:25,30/09/24,Chennai,Anna Nagar,21.73493,80.53953,None,No incident reported.,None
06:04:54,20/09/23,Surat,Vesu,16.99314,83.67383,Domestic Violence,Car me deep care action recognize answer suddenly hear clear.,Low
12:07:19,01/11/23,Pune,Viman Nagar,15.87033,85.20848,Assault,Try difference break usually section grow young lose.,Low
17:16:20,15/07/24,Chennai,Anna Nagar,25.85208,79.69442,None,No incident reported.,None
21:49:00,23/06/24,Bengaluru,MG Road,13.30673,87.87815,Harassment,Former artist mission billion box receive work yet anyone appear myself.,Low
22:48:40,18/12/24,Hyderabad,Banjara Hills,21.89356,78.57233,Burglary,Whose they pick argue who throw teacher ground serious quickly voice opportunity.,Medium
00:12:06,15/01/24,Surat,Vesu,24.07031,85.4362,Cyber Crime,So property see father leg case catch appear else decide green war.,Low
00:06:27,06/02/25,Hyderabad,Gachibowli,16.89509,78.31114,Burglary,Reveal for country us would size team strategy.,Low
05:11:52,23/03/24,Chennai,Tambaram,28.06216,86.74662,Assault,Will wife daughter report computer figure increase my buy.,Medium
05:42:39,26/09/24,Surat,Piplod,21.07115,87.11717,Kidnapping,Head order my determine should maybe feeling cold.,Low
11:44:48,14/02/25,Kolkata,Behala,26.10548,84.76923,Burglary,Carry finish operation view under accept because treatment usually.,Low
06:24:08,13/11/24,Chennai,Tambaram,20.61402,74.69193,None,No incident reported.,None
06:57:06,07/11/24,Chennai,Tambaram,13.01676,76.55393,Domestic Violence,Very significant meeting upon fight address speech.,Medium
19:56:23,16/01/24,Bengaluru,Koramangala,25.7079,75.79023,Kidnapping,Some professor involve talk business high financial image help there new friend man.,Low
14:24:21,28/01/25,Mumbai,Colaba,25.20297,78.08175,Vandalism,Various public star believe idea she think factor just.,Low
09:52:48,05/06/23,Hyderabad,Hitech City,21.66562,78.71054,Traffic Violation,Front size too let scientist source fight five must.,Low
23:23:20,21/06/24,Hyderabad,Gachibowli,23.16503,78.82206,Cyber Crime,Return serve entire quite happy chance.,Low
06:22:44,25/11/24,Bengaluru,MG Road,16.28227,82.14912,Kidnapping,Bar develop should evidence glass interview well measure become themselves.,High
14:39:13,24/09/24,Pune,Hinjewadi,17.50965,81.72922,Drug Possession,Sit else firm pass thing main science arrive none base white than he.,Low
08:46:28,26/09/24,Pune,Wakad,23.58393,87.22762,Traffic Violation,Executive radio white feel expect whatever shake deal friend notice.,Low
16:17:40,21/08/24,Kolkata,Park Street,18.80317,75.87818,Harassment,Politics cultural service to tax stage.,Medium
14:23:36,10/11/24,Hyderabad,Gachibowli,17.14254,76.54382,Assault,Apply almost series know find who nation us artist coach wait market.,Low
05:37:31,17/02/25,Mumbai,Bandra,22.72164,85.93159,None,No incident reported.,None
20:23:23,19/10/23,Surat,Katargam,23.46819,87.3035,Kidnapping,Consumer open exist but newspaper until.,Low
01:09:27,17/04/24,Bengaluru,Whitefield,19.92765,87.74836,Assault,Support media pay choice activity marriage inside world computer attorney debate fund.,Medium
06:18:06,01/10/24,Pune,Hinjewadi,19.12624,85.1535,None,No incident reported.,None
10:48:47,19/11/24,Chennai,Velachery,21.39346,76.40302,Vandalism,Why quality night money possible should who point.,Low
05:42:10,13/07/23,Kolkata,Salt Lake,14.51255,87.2477,Kidnapping,Job American media base effort song economy series current.,Medium
04:25:50,21/06/23,Bengaluru,Koramangala,22.22202,82.00884,Theft,Discuss year score line structure garden thus world special truth.,Low
04:54:59,16/10/24,Surat,Adajan,13.10788,83.75979,Kidnapping,World of themselves reflect music both under after college.,High
13:55:32,23/03/24,Pune,Shivaji Nagar,25.13074,76.8632,Assault,And table type state that maybe attorney carry happen significant understand policy likely.,Medium
11:20:52,16/03/25,Mumbai,Colaba,23.87163,84.2286,Assault,Choice couple ago stage keep cause lawyer modern level matter.,Low
10:08:34,05/05/23,Delhi,Connaught Place,16.91864,82.71117,Assault,Fall individual role born less certain cover never how work now.,Low
10:51:07,02/08/23,Hyderabad,Miyapur,21.66714,83.99926,Kidnapping,Suffer develop wide garden range another else woman loss station.,Medium
00:05:56,11/05/24,Bengaluru,Koramangala,18.68865,87.57828,Assault,Exactly try growth leg gas building.,Low
18:40:40,18/06/23,Delhi,Dwarka,14.77105,87.54447,Theft,Health today attorney yes manager ability school money though.,Low
05:37:09,07/11/23,Pune,Hinjewadi,22.08595,81.82654,Kidnapping,Against once his once science expert generation glass community economic.,Low
06:01:47,18/07/24,Hyderabad,Banjara Hills,21.23911,86.72796,Cyber Crime,Discover while mother until until still market small pull behind character.,High
04:25:26,17/04/23,Bengaluru,Koramangala,15.8167,79.2306,Assault,Hand chair view there five save.,Low
00:44:38,02/06/23,Delhi,Dwarka,15.33768,78.14627,Burglary,Surface far toward no suddenly number research.,Medium
04:41:43,22/06/24,Chennai,Velachery,20.69115,85.27706,Drug Possession,Natural fire nice nation environment ask few.,Low
13:54:41,15/02/24,Bengaluru,Electronic City,26.10077,80.01505,Assault,Kitchen view it across break policy health century who shake.,Medium
00:08:39,23/07/24,Hyderabad,Secunderabad,24.25429,81.86282,Traffic Violation,Forward everyone against administration responsibility child production section.,High
04:01:20,11/12/24,Bengaluru,Whitefield,15.10216,76.35166,None,No incident reported.,None
03:03:44,04/07/24,Hyderabad,Miyapur,14.96352,86.87262,Harassment,Catch door life condition remember yourself hit century near wrong and.,Low
17:49:19,06/02/25,Hyderabad,Gachibowli,19.02266,86.50643,Cyber Crime,Drug ground already just organization bar into.,Low
06:42:22,26/01/25,Bengaluru,Indiranagar,17.74566,82.49958,Vandalism,Range ten tonight type meeting night usually.,Medium
22:54:09,31/01/25,Bengaluru,Koramangala,18.6124,82.16762,Traffic Violation,Whole behavior president side game size worry do can nature grow writer.,Medium
16:46:46,06/03/25,Pune,Shivaji Nagar,20.20909,79.5393,Cyber Crime,Newspaper sing direction significant management crime foreign black student business.,Low
11:50:16,27/02/24,Kolkata,Dumdum,17.58243,79.35157,Assault,Capital out site for respond very vote newspaper town note.,Medium
21:22:21,07/08/24,Kolkata,Dumdum,15.50305,75.96071,Vandalism,Coach both pretty standard memory collection lawyer newspaper parent dog mention one senior.,Medium
00:59:25,21/02/25,Delhi,Dwarka,24.66133,88.31261,None,No incident reported.,None
04:26:26,03/12/24,Kolkata,Howrah,17.47154,75.644,Cyber Crime,Within see car response door wear sister light yes radio everything image rate series.,Low
05:11:06,30/03/25,Hyderabad,Hitech City,13.46269,86.26041,Theft,Begin whole machine hold industry late lead generation measure play late yes.,Medium
20:15:04,26/11/24,Kolkata,Salt Lake,18.42574,76.63799,None,No incident reported.,None
05:40:30,11/08/23,Mumbai,Dadar,28.27076,80.45349,None,No incident reported.,None
23:23:25,02/12/23,Surat,Piplod,19.20436,82.41898,Kidnapping,Investment budget sister foot position continue computer law husband animal take sister.,High
02:17:52,13/08/23,Chennai,T. Nagar,14.12181,83.32409,Assault,Organization who than time to wife.,Low
04:34:39,04/11/24,Hyderabad,Gachibowli,21.5827,78.83739,Assault,Half mention position trade spend right quality lose.,High
03:11:34,08/11/24,Mumbai,Bandra,24.31825,72.82977,Burglary,Force a religious onto reality human and here never street.,Low
10:05:37,11/02/24,Surat,Piplod,14.43624,87.38607,None,No incident reported.,None
06:24:29,22/04/23,Mumbai,Borivali,23.94494,83.35762,Cyber Crime,Practice down light marriage seven conference go.,Low
12:29:33,16/09/23,Bengaluru,Koramangala,13.05037,79.4918,Kidnapping,Marriage arm focus down born office.,Low
22:43:39,01/06/23,Hyderabad,Gachibowli,24.94988,82.58963,Domestic Violence,Character American Democrat authority alone point letter what own husband along.,Low
15:43:40,06/12/23,Delhi,Dwarka,18.6309,84.08362,None,No incident reported.,None
15:32:51,03/07/24,Delhi,Rohini,23.8067,86.41167,Theft,Create north service part suddenly either involve ahead marriage.,Low
13:22:04,06/06/23,Bengaluru,MG Road,18.70128,84.48332,None,No incident reported.,None
07:51:28,29/01/24,Surat,Adajan,24.18719,87.10712,Vandalism,Successful can bed subject nor trouble generation million remember design.,Medium
16:23:48,23/01/25,Mumbai,Colaba,13.1818,86.79245,Theft,Some goal keep southern suddenly down far.,Medium
22:38:42,23/09/23,Surat,Varachha,13.46016,79.03712,Theft,Table western step indicate this ever meeting man explain.,Low
10:31:08,13/01/25,Delhi,Karol Bagh,25.02807,75.72437,Burglary,Opportunity when partner although we apply foot herself.,Low
07:27:18,21/02/25,Bengaluru,Koramangala,26.72932,83.10408,None,No incident reported.,None
15:22:07,12/06/24,Mumbai,Bandra,16.10766,76.23738,Drug Possession,Structure family window subject site record.,Medium
22:05:53,21/09/23,Hyderabad,Gachibowli,17.37676,87.29984,Assault,Throughout city play clearly themselves whom serious industry him international as this.,Low
07:13:42,12/05/23,Kolkata,Park Street,20.97401,85.19641,Theft,Campaign country media sell consumer hotel.,Medium
03:11:20,03/12/24,Mumbai,Borivali,28.52762,82.89669,Burglary,Your responsibility environment Mr similar interest interest focus daughter product nearly within.,Low
15:37:28,25/05/24,Hyderabad,Secunderabad,22.53093,84.02146,Drug Possession,Third cover alone learn analysis similar mother international nearly.,Medium
23:23:52,19/03/24,Hyderabad,Secunderabad,20.2476,73.71774,Kidnapping,Answer difficult teach me laugh thing wind happy would whole again.,Low
07:06:44,12/01/25,Mumbai,Dadar,18.35387,78.62987,Cyber Crime,Through reflect particularly dog candidate mother young design property quite sign tree risk.,Low
09:05:44,04/04/24,Hyderabad,Gachibowli,13.88527,84.85828,Domestic Violence,Level pick leg nation within trouble morning put change truth rise.,Medium
10:04:35,13/06/24,Delhi,Saket,20.47665,74.00839,Assault,Purpose issue response quite business page right left house age entire.,Medium
21:21:52,26/01/24,Bengaluru,Indiranagar,24.2104,84.071,Kidnapping,Rate thus shoulder decision large detail stand exactly tonight left treatment ok market.,Low
